loss,acc,val_loss,val_acc,lr
3.42185378074646,0.11609230935573578,2.9217259883880615,0.12129999697208405,0.000921
3.022911310195923,0.12486153841018677,2.88238787651062,0.13289999961853027,0.000921
2.900305986404419,0.1293538510799408,2.7950239181518555,0.1379999965429306,0.000921
2.816783905029297,0.13581538200378418,2.717053174972534,0.1428000032901764,0.000921
2.757122039794922,0.13967692852020264,2.664943218231201,0.14659999310970306,0.000921
2.704169988632202,0.14293846487998962,2.6070642471313477,0.1574999988079071,0.000921
2.647172451019287,0.15169230103492737,2.5631895065307617,0.1597999930381775,0.000921
2.6216049194335938,0.15236923098564148,2.5190770626068115,0.17069999873638153,0.000921
2.5879440307617188,0.1584615409374237,2.482670307159424,0.17739999294281006,0.000921
2.5590295791625977,0.16073846817016602,2.4484150409698486,0.17520000040531158,0.000921
2.5275022983551025,0.16407692432403564,2.4291093349456787,0.1818999946117401,0.000921
2.4987101554870605,0.16859999299049377,2.3994767665863037,0.18709999322891235,0.000921
2.4674453735351562,0.1738923043012619,2.3744289875030518,0.1923000067472458,0.000921
2.4517033100128174,0.17332307994365692,2.3558473587036133,0.19679999351501465,0.000921
2.4233169555664062,0.18009230494499207,2.332670211791992,0.19859999418258667,0.000921
2.4108693599700928,0.18303076922893524,2.3151047229766846,0.20409999787807465,0.000921
2.39262318611145,0.18729230761528015,2.287692070007324,0.2054000049829483,0.000921
2.37886381149292,0.18886153399944305,2.268662214279175,0.21449999511241913,0.000921
2.3519201278686523,0.19401538372039795,2.2497000694274902,0.21639999747276306,0.000921
2.3427481651306152,0.1947692334651947,2.2380571365356445,0.22269999980926514,0.000921
2.3248603343963623,0.19975385069847107,2.2203288078308105,0.2248000055551529,0.000921
2.304866075515747,0.20260000228881836,2.2125496864318848,0.22360000014305115,0.000921
2.290466070175171,0.20816923677921295,2.189312219619751,0.2312999963760376,0.000921
2.2802493572235107,0.20816923677921295,2.1798999309539795,0.23720000684261322,0.000921
2.2651584148406982,0.21204616129398346,2.1709437370300293,0.2387000024318695,0.000921
2.259324312210083,0.2128923088312149,2.1610543727874756,0.24250000715255737,0.000921
2.2394747734069824,0.21792307496070862,2.1444320678710938,0.24699999392032623,0.000921
2.2312686443328857,0.21995384991168976,2.1308231353759766,0.24899999797344208,0.000921
2.2254979610443115,0.21976922452449799,2.1173670291900635,0.25839999318122864,0.000921
2.2152371406555176,0.22540000081062317,2.097848415374756,0.2621000111103058,0.000921
2.1959309577941895,0.22809231281280518,2.085383653640747,0.26899999380111694,0.000921
2.1915557384490967,0.23073846101760864,2.08349871635437,0.26460000872612,0.000921
2.1749935150146484,0.23432308435440063,2.0624001026153564,0.2711000144481659,0.000921
2.1667916774749756,0.23938462138175964,2.053849935531616,0.27149999141693115,0.000921
2.1601414680480957,0.23841539025306702,2.04937744140625,0.2768999934196472,0.000921
2.1449368000030518,0.24350769817829132,2.0351665019989014,0.2842000126838684,0.000921
2.1367807388305664,0.244046151638031,2.020514726638794,0.2867000102996826,0.000921
2.1277894973754883,0.24758461117744446,2.0145397186279297,0.290800005197525,0.000921
2.1138522624969482,0.2540307641029358,2.004293441772461,0.29580000042915344,0.000921
2.1095101833343506,0.2530461549758911,1.9880855083465576,0.30160000920295715,0.000921
2.1006510257720947,0.2555384635925293,1.979249358177185,0.3075000047683716,0.000921
2.089157819747925,0.2600153982639313,1.9712849855422974,0.30469998717308044,0.000921
2.0852949619293213,0.2603384554386139,1.961482048034668,0.30970001220703125,0.000921
2.06887149810791,0.2656615376472473,1.9542649984359741,0.311599999666214,0.000921
2.0636026859283447,0.26941537857055664,1.943947672843933,0.31459999084472656,0.000921
2.0574121475219727,0.2679230868816376,1.9328255653381348,0.31790000200271606,0.000921
2.0537915229797363,0.274076908826828,1.92011559009552,0.32280001044273376,0.000921
2.041618824005127,0.2760615348815918,1.9179400205612183,0.32760000228881836,0.000921
2.0319063663482666,0.28007692098617554,1.9081480503082275,0.33090001344680786,0.000921
2.0244369506835938,0.28283077478408813,1.8976784944534302,0.3359000086784363,0.000921
