loss,acc,val_loss,val_acc,lr
2.4634060859680176,0.17803077399730682,2.160839557647705,0.22450000047683716,0.000921
2.1404800415039062,0.24086153507232666,2.0107157230377197,0.28949999809265137,0.000921
1.9937562942504883,0.28747692704200745,1.855937123298645,0.34220001101493835,0.000921
1.8925942182540894,0.32170769572257996,1.7812154293060303,0.375900000333786,0.000921
1.8023366928100586,0.3590307831764221,1.6899328231811523,0.41589999198913574,0.000921
1.729067325592041,0.3857846260070801,1.6089866161346436,0.44690001010894775,0.000921
1.655084490776062,0.4128153920173645,1.5274271965026855,0.47530001401901245,0.000921
1.5843974351882935,0.4435230791568756,1.4605603218078613,0.5038999915122986,0.000921
1.5109224319458008,0.46992307901382446,1.380293607711792,0.5339000225067139,0.000921
1.4372608661651611,0.49619999527931213,1.3232349157333374,0.5699999928474426,0.000921
1.3633403778076172,0.5240769386291504,1.2467124462127686,0.59170001745224,0.000921
1.2865570783615112,0.5498923063278198,1.1542679071426392,0.6294000148773193,0.000921
1.2078765630722046,0.5812768936157227,1.1130871772766113,0.6499999761581421,0.000921
1.1368706226348877,0.6056307554244995,1.0226563215255737,0.6829000115394592,0.000921
1.057910680770874,0.6331384778022766,0.9594587683677673,0.7146999835968018,0.000921
0.9800153374671936,0.6632000207901001,0.890068769454956,0.7422999739646912,0.000921
0.888192355632782,0.6945230960845947,0.8405947089195251,0.7639999985694885,0.000921
