loss,acc,val_loss,val_acc,lr
1.9496307373046875,0.33500000834465027,2.03995680809021,2.03995680809021,0.000921
1.624485731124878,0.4493538439273834,1.3604629039764404,1.3604629039764404,0.000921
1.4103331565856934,0.5238615274429321,2.2915022373199463,2.2915022373199463,0.000921
1.2266358137130737,0.5882307887077332,13.77989673614502,13.77989673614502,0.000921
1.3351945877075195,0.5546000003814697,1.3241952657699585,1.3241952657699585,0.000921
1.1583454608917236,0.6134923100471497,1.1375293731689453,1.1375293731689453,0.000921
1.1729272603988647,0.6088307499885559,0.9681364297866821,0.9681364297866821,0.000921
1.0258575677871704,0.6626307964324951,0.9157904386520386,0.9157904386520386,0.000921
1.0297194719314575,0.6585077047348022,3.2004714012145996,3.2004714012145996,0.000921
1.0817943811416626,0.6519846320152283,3.445791006088257,3.445791006088257,0.000921
0.8683863878250122,0.7108307480812073,0.8622699975967407,0.8622699975967407,0.000921
1.0642579793930054,0.6580923199653625,0.9536663293838501,0.9536663293838501,0.000921
0.7966431379318237,0.7370307445526123,0.6355357766151428,0.6355357766151428,0.000921
