loss,acc,val_loss,val_acc,lr
2.214776039123535,0.30381539463996887,2.416102409362793,0.2924000024795532,0.000921
2.033342123031616,0.3395230770111084,1.8513847589492798,0.4406000077724457,0.000921
2.099321126937866,0.3141692280769348,2.2233035564422607,0.3476000130176544,0.000921
1.8480591773986816,0.38695386052131653,2.421980381011963,0.44600000977516174,0.000921
1.8084838390350342,0.3959384560585022,1.4797252416610718,0.5026000142097473,0.000921
2.0320510864257812,0.31510770320892334,2.6393043994903564,0.3465000092983246,0.000921
1.7775838375091553,0.3894307613372803,1.581892490386963,0.4496999979019165,0.000921
1.5324280261993408,0.4754769206047058,1.3024471998214722,0.560699999332428,0.000921
1.3635528087615967,0.5346461534500122,1.5052675008773804,0.5746999979019165,0.000921
1.397223711013794,0.5251384377479553,1.3082070350646973,0.5626999735832214,0.000921
1.173682689666748,0.5930923223495483,1.0751081705093384,0.6524999737739563,0.000921
0.9820670485496521,0.6591692566871643,1.0512968301773071,0.6428999900817871,0.000921
0.8749492764472961,0.6996923089027405,0.740168035030365,0.741599977016449,0.000921
0.766813337802887,0.7353538274765015,0.6591931581497192,0.7685999870300293,0.000921
0.6682558059692383,0.7699846029281616,0.6021890044212341,0.7914000153541565,0.000921
0.6163042783737183,0.7881230711936951,0.5307474732398987,0.8173999786376953,0.000921
0.4980261027812958,0.8276000022888184,0.4551146626472473,0.8489999771118164,0.000921
0.4472202956676483,0.8429538607597351,0.40449073910713196,0.8697999715805054,0.000921
0.3684643507003784,0.8730922937393188,0.3865050971508026,0.8734999895095825,0.000921
0.3100169897079468,0.8909384608268738,0.3966580629348755,0.8751999735832214,0.000921
0.26412099599838257,0.9067845940589905,0.35711777210235596,0.8924999833106995,0.000921
0.22676992416381836,0.9207077026367188,0.3766278922557831,0.8895999789237976,0.000921
0.20077155530452728,0.9302153587341309,0.31036072969436646,0.9132000207901001,0.000921
0.17394384741783142,0.9396615624427795,0.3068658411502838,0.9212999939918518,0.000921
0.16368308663368225,0.9430615305900574,0.3016873896121979,0.9186000227928162,0.000921
0.20802436769008636,0.930338442325592,0.4669418931007385,0.911899983882904,0.000921
0.1506737768650055,0.9490615129470825,0.3067818284034729,0.9240999817848206,0.000921
0.11085176467895508,0.961969256401062,0.30557459592819214,0.9265999794006348,0.000921
0.13897810876369476,0.952369213104248,0.29135602712631226,0.9325000047683716,0.000921
0.1276477575302124,0.9567846059799194,0.7340433597564697,0.9077000021934509,0.000921
0.11588500440120697,0.9614307880401611,0.325320839881897,0.9218000173568726,0.000921
0.08576755225658417,0.9703999757766724,0.31784185767173767,0.928600013256073,0.000921
0.10333790630102158,0.9640153646469116,0.29128918051719666,0.9387000203132629,0.000921
